year,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h
2013,11,08,7.1,4.1,12.3,17.4,7.2,16.8,10.5,82,97,60,90
2013,11,09,8.4,5.4,10.3,12.1,10.0,11.4,9.1,82,92,72,83
2013,11,10,4.9,2.8,8.8,12.6,5.5,11.2,8.6,83,96,65,89
2013,11,11,5.0,4.4,7.1,9.1,5.1,8.0,7.0,72,93,60,64
2013,11,12,2.4,0.8,5.2,8.0,2.7,7.7,5.3,77,82,64,85
2013,11,13,3.0,0.0,5.7,8.3,6.1,8.0,6.9,74,81,66,74
2013,11,14,0.5,-2.0,3.8,7.0,0.7,5.8,5.4,88,93,75,95
2013,11,15,4.5,4.0,5.9,7.3,4.8,6.8,5.6,93,98,87,94
2013,11,16,2.9,0.0,6.0,9.0,4.0,8.9,4.6,91,99,79,96
2013,11,17,2.5,0.1,5.0,7.4,4.1,6.5,5.6,95,99,89,97
2013,11,18,5.2,4.9,6.9,8.5,5.4,8.3,7.3,86,91,78,88
2013,11,19,6.3,6.6,6.9,7.4,6.8,7.3,7.1,88,92,86,87
2013,11,20,6.2,5.7,7.6,9.0,6.9,8.2,7.0,73,94,60,65
2013,11,21,3.2,0.3,5.5,7.7,4.6,6.5,7.2,92,87,92,97
2013,11,22,5.6,5.3,6.5,7.3,6.0,6.7,7.2,90,93,88,88
2013,11,23,6.8,6.1,8.0,9.2,7.0,9.1,7.4,85,92,78,85
2013,11,24,5.6,6.1,7.1,8.6,8.0,8.1,5.6,88,94,92,78
2013,11,25,0.4,-0.6,3.0,5.6,0.7,2.7,1.5,54,55,50,58
2013,11,26,0.0,-1.0,1.0,2.0,0.3,0.7,1.1,79,68,92,77
2013,11,27,-0.2,-1.3,1.7,3.5,0.1,3.2,0.5,63,73,54,62
2013,11,28,-1.7,-4.8,0.7,3.1,-0.9,1.3,0.7,65,64,57,73
2013,11,29,0.5,-0.5,2.6,4.7,2.5,4.2,3.6,72,74,68,75
2013,11,30,3.0,1.5,5.2,7.4,4.4,6.8,4.8,67,77,56,69
2013,12,01,3.2,0.8,5.6,8.0,3.9,7.5,3.7,66,73,57,69
2013,12,02,2.4,-0.5,5.3,8.2,3.9,7.7,2.5,71,81,57,76
2013,12,03,-2.6,-6.3,1.4,5.4,-2.4,5.0,2.2,78,93,62,80
2013,12,04,-2.8,-6.4,-0.3,2.2,-2.1,-0.1,2.2,89,100,90,77
2013,12,05,1.8,0.9,4.0,6.2,2.7,6.0,4.0,76,91,66,70
2013,12,06,1.3,1.2,4.3,7.2,4.0,3.7,2.1,68,70,64,70
2013,12,07,0.4,-0.6,2.4,4.3,1.5,2.0,3.0,70,59,84,67
2013,12,08,2.4,1.2,5.0,7.6,4.5,6.5,5.4,76,82,70,75
2013,12,09,4.7,2.5,5.9,7.1,6.7,5.8,6.3,79,64,90,83
2013,12,10,5.1,4.9,6.5,7.8,6.7,5.3,5.4,88,96,88,81
2013,12,11,0.8,2.0,3.2,5.6,2.1,2.1,1.9,80,82,76,81
2013,12,12,1.1,1.2,1.6,2.1,1.3,1.8,1.1,98,98,98,99
2013,12,13,0.2,0.2,1.7,3.1,0.3,2.8,1.9,93,97,89,94
2013,12,14,0.1,1.0,3.0,5.9,1.2,5.1,0.3,88,94,72,97
2013,12,15,-0.6,-3.2,4.1,8.8,5.4,8.5,6.8,60,79,51,51
2013,12,16,-1.9,-4.2,2.5,6.8,-1.0,0.0,-0.7,98,98,97,98
2013,12,17,-2.3,-2.1,-1.5,-0.7,-1.9,-1.4,-1.5,97,99,95,97
2013,12,18,-2.4,-2.3,-1.9,-1.3,-2.1,-1.4,-1.7,91,94,89,89
2013,12,19,-3.2,-3.1,-2.5,-1.7,-3.0,-2.6,-1.9,92,97,91,87
2013,12,20,-1.9,-2.0,-0.6,0.8,-1.1,-0.4,0.8,95,98,97,90
2013,12,21,-1.2,-3.6,2.4,5.9,-0.7,5.7,0.4,90,97,76,96
2013,12,22,0.3,-2.7,1.2,2.1,1.8,1.9,1.7,98,99,98,97
2013,12,23,0.6,-0.2,2.7,4.8,0.8,4.7,1.8,91,92,83,98
2013,12,24,1.6,1.6,6.5,11.3,4.2,11.1,8.8,74,95,60,66
2013,12,25,3.3,2.3,8.3,13.3,6.5,12.7,12.4,63,78,57,55
2013,12,26,7.9,9.1,10.2,12.5,10.0,9.6,8.2,72,63,70,83
2013,12,27,5.3,3.7,7.3,9.3,6.1,8.9,5.6,77,80,68,84
2013,12,28,3.1,-0.1,5.8,8.4,4.6,8.4,6.4,85,92,74,88
2013,12,29,2.9,0.2,5.7,8.5,7.4,8.0,7.2,66,71,65,63
2013,12,30,4.3,2.0,5.9,7.4,4.9,6.4,4.4,70,71,66,74
2013,12,31,3.0,1.7,3.8,4.6,3.0,4.2,4.3,93,90,97,93
2014,01,01,3.3,2.9,5.0,6.7,4.1,6.3,3.9,85,95,66,95
2014,01,02,2.0,0.5,4.8,7.5,4.0,6.9,2.4,77,83,63,85
2014,01,03,-0.2,-1.9,2.3,4.8,0.6,3.8,1.2,95,100,87,98
2014,01,04,0.9,-1.9,3.1,5.3,1.8,3.4,5.3,98,98,98,98
2014,01,05,5.3,5.1,8.1,10.9,8.3,8.7,6.6,82,92,72,81
2014,01,06,3.6,1.2,7.0,10.3,4.7,9.9,3.9,80,88,59,93
2014,01,07,2.6,-0.6,4.1,5.6,3.9,5.5,4.5,93,96,87,96
2014,01,08,3.2,3.1,4.1,4.9,3.4,4.9,3.2,95,97,89,98
2014,01,09,2.1,2.1,3.1,4.0,2.3,3.4,4.0,97,98,97,97
2014,01,10,3.3,3.1,6.6,9.9,7.0,9.6,6.3,63,77,49,63
2014,01,11,-0.1,-2.8,3.9,7.9,0.4,7.9,5.8,84,96,64,92
2014,01,12,1.4,3.3,5.1,8.8,5.1,6.8,1.4,64,60,53,78
2014,01,13,-3.3,-6.8,1.0,5.2,-2.9,4.9,0.8,84,99,63,89
2014,01,14,0.4,-2.3,3.4,6.4,1.6,4.0,5.8,90,98,91,80
2014,01,15,2.5,2.9,5.4,8.3,4.4,8.1,2.5,73,79,59,81
2014,01,16,-1.7,-4.9,1.9,5.4,-1.1,5.1,4.5,91,98,86,90
2014,01,17,3.1,1.4,4.4,5.6,3.1,5.6,4.8,89,97,81,89
2014,01,18,2.6,2.6,4.1,5.5,2.7,4.0,5.4,98,97,100,97
2014,01,19,2.7,0.2,7.8,12.9,2.8,12.8,9.7,79,97,59,80
2014,01,20,6.5,5.4,8.2,9.9,8.2,9.2,6.5,90,96,94,81
2014,01,21,4.1,3.7,5.4,6.6,4.7,5.0,4.2,89,88,88,90
2014,01,22,1.2,0.8,2.7,4.2,1.6,3.4,2.2,86,94,81,82
2014,01,23,-1.9,-1.2,0.2,2.2,-1.1,-0.1,-0.8,79,86,76,75
2014,01,24,-1.8,-1.8,-0.9,0.1,-0.9,-0.4,0.1,97,92,100,98
2014,01,25,-6.0,-4.4,-2.9,0.2,-4.4,-0.7,-6.0,60,68,43,70
2014,01,26,-9.8,-10.4,-7.5,-5.1,-9.7,-5.1,-5.8,71,71,58,83
2014,01,27,-5.9,-5.9,-4.6,-3.2,-4.6,-4.0,-3.2,90,89,91,89
2014,01,28,-3.3,-3.5,-1.6,0.1,-2.7,-0.3,-0.3,83,89,80,79
2014,01,29,-2.9,-3.0,-1.6,-0.3,-1.9,-0.7,-2.1,89,92,87,89
2014,01,30,-2.6,-3.3,-1.4,-0.2,-2.5,-1.1,-0.3,86,86,85,87
2014,01,31,-1.7,-2.0,-0.8,0.2,-1.5,-1.1,-1.5,84,88,83,82
2014,02,01,-3.4,-3.4,-2.4,-1.4,-3.3,-2.2,-1.7,83,88,81,81
2014,02,02,-2.0,-2.2,-1.1,-0.1,-1.2,-0.3,-0.4,95,93,94,98
2014,02,03,-1.6,-2.1,-0.5,0.6,-1.4,0.3,0.3,83,90,81,79
2014,02,04,-1.4,-3.0,-0.5,0.4,-1.0,-0.5,-0.9,88,87,85,93
2014,02,05,-1.6,-1.8,0.1,1.8,-1.5,1.5,1.0,89,94,81,92
2014,02,06,0.0,-0.1,3.0,5.9,0.4,4.6,1.4,91,99,80,93
2014,02,07,-0.9,-3.2,3.4,7.7,0.5,7.2,1.2,89,100,74,93
2014,02,08,0.7,-2.0,5.5,10.2,5.0,8.7,6.0,80,87,67,86
2014,02,09,1.4,-0.4,3.8,6.1,1.9,3.3,4.6,94,97,96,90
2014,02,10,-1.0,-3.5,3.2,7.4,-0.6,7.0,7.1,78,92,67,75
2014,02,11,5.7,4.9,7.7,9.6,6.7,9.6,5.7,71,81,56,75
2014,02,12,1.2,0.6,4.5,7.7,2.9,7.4,6.5,73,96,61,62
2014,02,13,-1.2,-4.0,4.0,9.1,-0.7,8.5,5.2,77,97,51,84
2014,02,14,4.5,3.4,7.7,10.8,6.8,10.3,4.5,50,57,38,55
2014,02,15,1.5,-1.4,5.9,10.2,2.6,9.6,7.8,71,93,56,63
2014,02,16,1.5,-1.5,5.6,9.6,6.9,8.5,6.3,77,81,68,82
2014,02,17,4.8,3.1,6.8,8.7,5.3,8.4,7.3,77,79,71,80
2014,02,18,-0.5,-3.7,3.5,7.4,-0.3,5.8,5.5,90,100,82,88
2014,02,19,4.0,2.6,5.9,7.8,5.1,7.6,6.9,83,93,73,82
2014,02,20,5.7,3.8,9.4,13.1,6.5,12.4,8.2,66,81,44,73
2014,02,21,2.4,-0.3,7.0,11.6,2.9,11.5,8.1,82,95,64,88
2014,02,22,6.6,5.9,7.6,8.6,6.7,8.2,7.2,67,83,59,58
2014,02,23,5.0,4.3,8.6,12.1,5.0,11.7,6.7,49,63,37,47
2014,02,24,-0.7,-4.0,5.3,11.3,-0.6,11.0,7.5,72,93,53,71
2014,02,25,1.5,-1.4,7.2,12.8,1.6,12.8,7.0,76,98,50,79
2014,02,26,3.1,0.6,5.1,7.0,4.5,5.0,3.3,91,95,88,91
2014,02,27,1.3,-1.8,5.1,8.8,4.6,8.3,5.5,79,88,66,84
2014,02,28,3.1,0.4,7.0,10.8,4.0,9.5,7.4,74,88,63,72
2014,03,01,2.7,0.8,8.2,13.7,2.7,12.9,9.4,65,97,45,53
2014,03,02,2.3,0.0,7.2,12.0,2.9,11.5,8.7,70,98,52,60
2014,03,03,2.4,-0.3,6.1,9.7,2.4,9.3,6.9,84,90,71,90
2014,03,04,5.4,5.0,7.6,9.7,5.4,9.1,6.3,86,100,72,87
2014,03,05,3.6,0.6,8.2,12.7,4.1,11.6,9.1,69,91,56,60
2014,03,06,6.9,5.7,8.0,9.1,7.1,8.5,8.6,69,71,70,66
2014,03,07,4.4,1.8,6.6,8.7,5.1,7.0,6.1,66,74,61,64
2014,03,08,1.3,-2.1,7.6,13.8,2.8,12.6,9.1,58,86,41,46
2014,03,09,3.7,0.1,8.3,12.8,3.8,11.9,8.0,63,81,47,60
2014,03,10,0.9,-2.1,6.3,11.7,1.3,10.7,8.8,59,93,44,40
2014,03,11,-0.1,-3.8,8.0,16.1,0.5,14.9,9.9,50,79,34,38
2014,03,12,6.1,2.4,11.1,16.0,7.0,15.0,11.1,40,50,35,34
2014,03,13,1.4,-2.4,8.6,15.7,1.9,15.1,11.0,57,82,40,48
2014,03,14,2.3,-1.3,11.1,19.9,3.3,19.3,13.1,54,90,30,42
2014,03,15,6.7,4.2,11.3,15.9,12.7,11.2,7.1,64,49,63,79
2014,03,16,7.1,4.8,10.1,13.0,8.3,11.4,12.4,75,79,74,71
2014,03,17,11.8,10.6,14.6,17.4,12.2,16.7,14.5,54,66,47,49
2014,03,18,7.8,4.2,14.4,21.0,8.6,19.8,15.9,52,78,36,42
2014,03,19,9.9,8.5,13.1,16.2,11.7,11.2,12.2,63,54,80,55
2014,03,20,9.4,5.0,15.1,20.8,10.3,20.2,16.9,47,62,40,40
2014,03,21,6.2,2.3,14.2,22.2,7.8,21.5,17.8,54,83,37,42
2014,03,22,6.1,2.4,13.9,21.6,7.1,19.5,17.2,61,91,46,45
2014,03,23,4.4,7.4,10.8,17.2,10.7,9.0,4.5,88,82,85,98
2014,03,24,3.9,3.4,6.1,8.2,4.9,7.8,6.3,72,89,63,63
2014,03,25,3.6,1.7,7.4,11.2,4.3,10.1,6.3,63,83,47,59
2014,03,26,2.6,0.0,7.7,12.8,3.6,11.7,9.0,59,81,45,52
2014,03,27,3.0,-0.2,9.4,15.7,4.2,15.0,13.1,60,87,45,48
2014,03,28,6.8,4.0,12.1,17.3,7.2,16.5,13.5,55,76,44,44
2014,03,29,4.8,0.5,11.8,18.8,6.0,17.9,14.9,60,95,43,42
2014,03,30,4.8,0.5,12.7,20.5,7.3,19.6,15.0,57,85,38,48
2014,03,31,5.4,0.9,12.9,20.3,7.9,19.7,16.2,57,87,39,46
2014,04,01,8.3,4.5,13.4,18.4,10.0,17.3,15.0,58,75,47,51
2014,04,02,7.0,3.5,12.9,18.7,8.5,18.1,15.5,59,80,44,53
2014,04,03,6.4,2.3,13.6,20.8,8.5,19.5,16.4,66,92,48,57
2014,04,04,9.7,6.6,13.4,17.0,10.4,16.3,14.6,78,92,65,76
2014,04,05,8.3,4.8,13.3,18.2,9.4,18.0,14.1,74,98,55,70
2014,04,06,10.1,7.4,14.3,18.5,11.1,14.5,14.1,90,88,96,87
2014,04,07,9.2,4.6,15.4,21.6,10.6,21.2,16.8,62,96,38,52
2014,04,08,8.6,4.8,16.7,24.7,11.1,24.5,16.1,65,90,38,68
2014,04,09,9.1,7.7,12.6,16.1,9.2,12.0,10.3,47,52,45,45
2014,04,10,6.8,3.3,9.2,11.6,8.3,11.3,8.1,73,76,66,76
2014,04,11,3.6,-0.8,9.1,14.6,6.6,13.5,9.9,60,82,44,53
2014,04,12,3.5,-0.5,10.2,16.8,5.9,15.5,11.8,61,89,42,53
2014,04,13,6.7,2.4,11.2,15.7,9.1,14.0,12.2,78,81,70,82
2014,04,14,7.2,1.9,11.7,16.1,11.7,14.5,8.1,63,64,45,80
2014,04,15,4.6,3.5,6.5,8.4,5.2,5.9,5.8,85,67,97,91
2014,04,16,4.8,3.5,9.0,13.1,5.9,11.9,6.8,64,84,45,64
2014,04,17,4.1,2.2,9.4,14.7,6.1,13.4,10.2,54,67,42,52
2014,04,18,2.9,-1.0,10.8,18.7,7.3,18.3,13.3,49,75,30,41
2014,04,19,7.2,4.9,13.6,19.9,9.1,19.3,14.2,71,77,53,83
2014,04,20,7.1,3.7,12.3,17.5,9.3,16.0,12.5,70,93,53,63
2014,04,21,9.0,6.3,13.6,18.2,11.3,17.8,15.7,75,91,64,71
2014,04,22,10.8,8.1,14.8,18.8,11.8,17.5,15.8,86,98,66,93
2014,04,23,9.0,5.8,15.6,22.1,12.0,21.5,18.1,62,90,44,53
2014,04,24,12.3,9.7,17.8,23.3,13.6,21.7,16.3,74,84,48,89
2014,04,25,12.3,10.9,16.1,19.8,13.4,18.6,15.2,84,97,63,93
2014,04,26,13.3,11.5,16.1,18.9,13.5,16.3,15.7,87,96,82,83
2014,04,27,11.1,6.7,16.4,21.6,13.5,20.5,18.1,59,77,45,56
2014,04,28,11.3,9.9,16.6,21.9,12.8,20.4,16.0,63,80,44,65
2014,04,29,12.7,9.8,16.0,19.3,13.7,18.7,14.5,85,87,78,90
2014,04,30,10.7,7.4,16.5,22.3,14.2,21.7,18.0,54,81,38,43
2014,05,01,11.1,7.4,16.6,22.0,13.2,21.5,16.7,58,80,40,54
2014,05,02,8.9,5.0,16.0,23.0,12.8,22.5,14.0,71,83,39,90
2014,05,03,8.6,8.9,11.3,14.0,9.5,10.0,8.6,78,87,79,69
2014,05,04,5.8,4.4,10.9,16.0,7.6,15.5,12.2,45,62,33,39
2014,05,05,4.7,1.0,10.1,15.5,7.3,13.8,12.6,52,66,44,47
2014,05,06,5.4,1.5,13.5,21.5,9.2,20.6,17.8,54,77,42,44
2014,05,07,10.9,8.3,15.2,19.5,12.8,18.6,12.5,77,76,58,96
2014,05,08,11.2,9.1,16.1,20.9,14.0,19.7,17.1,52,69,42,46
2014,05,09,9.7,6.8,16.2,22.6,13.6,21.0,19.0,66,88,52,59
2014,05,10,12.7,11.1,17.5,22.2,15.4,20.4,19.0,56,73,45,50
2014,05,11,9.4,12.3,14.4,19.3,16.4,12.0,9.6,93,85,97,96
2014,05,12,8.7,7.6,13.7,18.6,11.7,17.5,12.9,50,66,39,46
2014,05,13,8.9,5.2,11.9,14.9,10.7,14.5,12.3,62,71,53,63
2014,05,14,9.1,7.3,12.5,15.9,11.1,13.7,12.1,56,79,45,44
2014,05,15,7.8,7.8,10.0,12.1,8.5,9.6,10.7,83,74,90,84
2014,05,16,8.7,7.9,10.1,11.4,8.8,9.6,8.7,95,95,95,96
2014,05,17,8.4,7.9,10.2,11.9,8.8,11.5,10.2,94,98,89,94
2014,05,18,9.9,9.0,12.7,15.5,11.3,13.2,14.2,86,88,85,85
2014,05,19,8.7,4.6,15.7,22.7,10.5,21.4,19.7,68,99,51,53
2014,05,20,10.1,5.3,17.7,25.2,14.7,24.2,21.8,53,77,40,42
2014,05,21,11.6,6.8,18.7,25.8,17.0,25.0,23.3,55,74,45,47
2014,05,22,16.4,14.1,22.0,27.5,19.4,26.6,24.6,56,71,46,52
2014,05,23,17.0,13.2,22.8,28.6,19.3,28.1,25.3,60,82,48,51
2014,05,24,14.9,14.9,21.0,27.1,18.6,24.9,18.5,77,88,50,92
2014,05,25,16.3,13.1,21.1,25.9,19.0,25.0,23.1,50,63,42,44
2014,05,26,16.3,12.4,20.6,24.9,17.2,24.8,21.8,71,80,61,71
2014,05,27,14.5,13.3,18.7,22.9,17.5,21.6,14.6,84,88,71,92
2014,05,28,13.8,11.9,15.7,17.6,15.0,15.3,13.8,79,77,85,76
2014,05,29,12.8,11.4,13.6,14.4,13.6,14.3,12.8,88,87,95,83
2014,05,30,8.4,7.5,11.6,14.8,10.0,14.7,13.2,66,80,51,66
2014,05,31,10.8,8.5,15.6,20.3,13.3,18.1,16.3,54,68,45,48
2014,06,01,13.5,10.6,17.4,21.2,14.5,19.9,17.2,58,67,51,57
2014,06,02,12.9,9.7,16.9,20.8,15.7,20.2,17.9,48,65,39,41
2014,06,03,11.6,9.6,16.3,20.9,13.9,19.5,17.2,63,80,46,63
2014,06,04,11.2,8.5,17.0,22.8,14.8,21.5,20.9,56,83,41,44
2014,06,05,14.6,11.4,17.8,20.9,16.2,19.4,18.0,68,80,61,64
2014,06,06,11.6,8.2,18.5,25.4,18.2,24.3,21.9,47,67,37,37
2014,06,07,13.0,9.4,20.6,28.2,17.9,27.2,24.8,51,64,43,46
2014,06,08,15.5,12.1,23.1,30.7,20.1,29.7,26.6,49,75,34,38
2014,06,09,15.6,11.9,23.7,31.8,21.3,31.0,28.4,49,70,38,40
2014,06,10,17.0,13.0,25.1,33.2,22.3,32.6,28.7,48,67,36,42
2014,06,11,18.0,15.0,25.5,33.0,24.5,31.8,27.2,51,68,41,44
2014,06,12,21.0,18.1,24.6,28.1,22.2,26.6,25.9,62,81,55,51
2014,06,13,18.6,18.2,22.4,26.2,19.5,24.9,23.5,49,58,46,44
2014,06,14,16.3,15.0,19.9,23.5,17.3,21.6,19.6,53,64,48,46
2014,06,15,11.8,8.9,16.7,21.6,16.2,20.2,19.0,62,73,57,55
2014,06,16,12.1,8.1,17.5,22.8,16.3,20.8,20.1,50,65,41,44
2014,06,17,14.4,10.7,19.6,24.7,17.5,23.4,21.7,45,62,36,38
2014,06,18,13.7,10.3,19.9,26.1,19.1,24.8,23.0,46,61,37,40
2014,06,19,13.1,9.2,19.7,26.3,19.0,24.2,22.0,53,69,43,48
2014,06,20,13.6,12.7,17.9,22.1,13.7,19.6,17.4,61,96,42,46
2014,06,21,13.3,11.3,17.3,21.2,15.7,19.8,18.5,54,67,48,46
2014,06,22,13.9,11.3,19.9,25.8,17.2,24.0,23.1,46,59,40,39
2014,06,23,14.6,10.3,20.8,26.9,18.7,25.7,24.0,48,57,42,46
2014,06,24,16.4,14.5,20.3,24.1,18.0,19.8,20.0,55,55,54,57
2014,06,25,12.4,9.1,18.7,24.9,15.8,22.9,13.8,72,80,43,94
2014,06,26,11.9,10.4,16.9,21.8,13.0,20.0,19.5,55,77,45,42
2014,06,27,10.5,6.9,18.1,25.6,16.3,24.1,23.0,47,63,37,40
2014,06,28,14.2,10.6,21.5,28.8,20.0,28.7,25.8,52,69,42,46
2014,06,29,16.4,13.1,21.7,27.0,20.7,24.5,17.7,75,78,65,82
2014,06,30,13.0,12.5,16.0,18.9,13.1,16.7,15.7,86,96,90,72
2014,07,01,12.5,10.4,18.2,23.9,16.9,22.5,20.8,48,65,36,44
2014,07,02,14.4,12.4,19.5,24.5,16.7,21.7,16.2,78,83,59,92
2014,07,03,14.7,13.6,20.4,26.1,17.4,25.1,23.4,49,69,42,36
2014,07,04,12.9,10.4,20.5,28.0,19.1,27.5,24.6,47,63,35,42
2014,07,05,17.5,15.8,21.8,26.0,19.0,24.8,21.9,76,75,65,87
2014,07,06,18.0,16.1,24.1,30.1,22.6,29.0,27.5,51,64,43,45
2014,07,07,18.3,16.1,24.4,30.5,23.9,28.4,28.8,55,67,49,48
2014,07,08,20.5,18.9,25.6,30.6,22.5,30.1,25.7,61,84,44,54
2014,07,09,15.0,13.6,20.4,25.7,16.0,20.0,17.5,68,81,60,62
2014,07,10,13.4,12.1,16.9,20.4,16.7,19.6,19.0,57,65,53,54
2014,07,11,13.3,12.6,16.2,19.0,13.7,17.2,16.2,92,97,89,89
2014,07,12,15.5,14.5,20.5,25.5,18.3,24.9,22.1,61,77,46,59
2014,07,13,16.9,15.1,21.4,25.8,21.3,18.2,20.4,81,69,95,80
2014,07,14,15.0,13.3,21.2,27.4,18.9,26.5,24.2,61,86,45,51
2014,07,15,18.5,16.5,23.9,29.3,22.2,28.0,25.2,55,65,46,55
2014,07,16,18.5,15.7,24.3,30.0,23.6,29.2,25.3,51,62,40,50
2014,07,17,20.8,18.9,25.6,30.4,24.0,30.1,24.6,48,56,36,52
2014,07,18,18.7,15.7,24.9,31.0,22.8,29.6,26.2,54,67,42,52
2014,07,19,18.0,14.9,24.7,31.3,22.1,30.2,28.4,54,77,44,42
2014,07,20,19.9,16.3,26.5,33.0,23.9,32.9,29.6,56,75,42,51
2014,07,21,20.2,18.3,25.0,29.7,23.0,28.9,22.7,72,81,53,81
2014,07,22,18.8,18.4,21.5,24.1,19.4,23.0,20.6,84,84,74,95
2014,07,23,18.7,16.6,23.3,27.9,19.8,27.2,20.9,57,71,38,63
2014,07,24,16.2,13.8,21.5,26.7,18.7,24.9,23.9,56,71,49,48
2014,07,25,17.1,14.4,22.1,27.0,19.0,25.9,23.8,63,84,48,56
2014,07,26,15.9,12.8,22.5,29.1,19.9,28.2,24.9,59,74,47,55
2014,07,27,18.1,15.0,23.1,28.0,21.9,20.9,23.6,80,77,93,69
2014,07,28,18.3,15.8,22.0,25.6,20.1,23.8,23.6,75,92,68,66
2014,07,29,18.7,17.2,22.5,26.2,19.7,25.1,24.2,76,95,65,68
2014,07,30,18.8,16.7,22.9,27.0,21.2,22.7,20.9,88,83,84,96
2014,07,31,18.3,17.4,20.9,23.5,20.0,23.3,20.6,87,95,72,93
2014,08,01,18.2,17.6,21.4,24.5,18.7,23.2,23.2,80,93,73,74
2014,08,02,17.2,15.0,23.3,29.4,19.9,28.9,27.0,64,89,53,50
2014,08,03,19.1,16.4,24.1,29.0,22.2,24.8,22.0,75,85,54,86
2014,08,04,17.0,15.1,21.4,25.8,19.0,24.7,22.9,67,84,53,63
2014,08,05,17.5,14.9,21.3,25.0,20.0,23.3,21.4,68,73,60,72
2014,08,06,18.4,16.8,21.6,24.8,19.5,24.7,22.1,68,80,54,69
2014,08,07,16.5,12.8,22.0,27.4,18.5,25.4,23.4,58,76,44,54
2014,08,08,18.4,15.6,23.7,29.0,20.5,28.0,26.0,53,73,43,44
2014,08,09,17.5,13.8,24.4,31.2,19.9,30.2,25.1,63,84,45,61
2014,08,10,18.3,15.0,23.7,29.0,21.4,28.2,26.4,65,79,55,61
2014,08,11,18.7,16.6,24.0,29.3,23.1,26.6,18.7,72,76,50,91
2014,08,12,16.2,16.5,17.7,19.1,18.4,17.4,16.2,88,84,89,91
2014,08,13,15.0,14.7,18.5,21.9,15.9,20.2,18.5,91,97,80,95
2014,08,14,16.1,15.1,18.5,20.8,16.3,18.9,17.9,66,67,65,65
2014,08,15,15.4,11.6,19.8,24.2,17.2,23.8,16.9,62,62,40,84
2014,08,16,13.4,10.3,17.2,20.9,15.6,16.8,15.4,78,71,77,85
2014,08,17,13.5,11.5,18.2,22.8,15.6,21.5,19.0,55,73,43,49
2014,08,18,11.2,7.7,19.0,26.8,14.9,25.5,22.8,56,81,39,49
2014,08,19,15.9,12.6,19.4,22.8,17.3,19.9,18.2,72,88,60,69
2014,08,20,15.1,14.0,16.7,18.2,17.3,17.7,16.4,71,74,66,72
2014,08,21,12.2,11.7,17.1,21.9,13.2,21.2,17.5,71,96,47,69
2014,08,22,12.5,10.7,17.7,22.8,13.7,21.4,19.2,71,90,55,67
2014,08,23,13.2,11.3,17.9,22.6,16.9,22.0,15.9,82,84,67,96
2014,08,24,13.8,12.7,16.3,18.8,14.4,17.4,14.3,66,81,55,61
2014,08,25,10.0,8.0,15.6,21.2,12.3,20.5,18.6,59,81,46,49
2014,08,26,13.6,12.8,18.1,22.5,14.1,19.7,18.1,82,90,68,88
2014,08,27,14.7,13.2,17.2,19.7,15.7,15.5,15.5,84,96,84,71
2014,08,28,11.0,8.0,16.9,22.7,13.8,21.9,18.3,59,88,39,49
2014,08,29,10.5,8.1,17.5,24.5,13.2,23.1,21.1,64,87,50,56
2014,08,30,15.6,13.3,18.4,21.1,16.8,17.6,17.0,94,93,94,96
2014,08,31,15.5,13.8,18.7,21.8,16.3,21.2,16.7,89,97,75,95
2014,09,01,12.5,12.0,14.6,16.7,13.1,14.7,14.3,94,94,94,94
2014,09,02,13.3,12.6,14.2,15.0,13.5,14.6,14.7,95,95,94,95
2014,09,03,14.7,14.0,16.5,18.3,15.4,18.0,17.2,85,91,79,85
2014,09,04,14.3,12.2,19.6,24.9,16.9,23.9,21.5,77,90,63,77
2014,09,05,15.8,13.8,20.6,25.4,17.1,25.1,20.4,76,96,52,80
2014,09,06,16.3,14.1,19.3,22.2,17.7,21.7,18.7,79,93,66,78
2014,09,07,14.6,12.8,18.5,22.3,16.9,21.0,19.1,82,87,73,86
2014,09,08,13.4,10.9,19.1,24.7,14.8,23.9,19.7,77,96,56,79
2014,09,09,14.2,11.7,20.0,25.8,16.0,25.1,20.4,74,95,51,77
2014,09,10,14.9,12.6,18.4,21.9,15.9,21.6,18.0,68,85,50,68
2014,09,11,13.5,12.4,15.8,18.0,14.9,14.7,13.5,91,83,95,95
2014,09,12,12.8,12.2,15.4,18.0,13.2,16.2,13.7,84,89,75,89
2014,09,13,13.2,10.9,14.6,16.0,14.6,15.2,14.0,93,97,90,92
2014,09,14,13.6,12.1,16.6,19.5,14.4,18.5,17.0,90,94,83,93
2014,09,15,15.2,12.9,18.1,21.0,15.9,20.1,16.8,88,96,77,90
2014,09,16,14.1,11.6,17.2,20.3,15.1,19.6,17.2,84,96,70,85
2014,09,17,12.6,9.4,17.4,22.2,13.7,21.9,18.5,70,96,51,63
2014,09,18,13.9,11.8,17.5,21.0,14.7,20.2,18.2,64,75,52,65
2014,09,19,13.4,10.2,17.5,21.5,14.2,21.0,18.6,80,93,66,82
2014,09,20,14.1,11.4,19.6,25.1,15.0,24.2,20.5,78,97,57,80
2014,09,21,16.0,13.3,20.7,25.3,18.7,23.8,19.2,68,80,53,72
2014,09,22,11.6,11.3,15.4,19.2,13.4,14.5,12.0,72,85,57,75
